2,4,5,7,10,12,13,16,18,20,22,24,25,28,29,31,33,36,48,60,62,65,69,71,76,86
2,4,5,7,10,12,13,16,18,20,22,24,25,28,29,31,33,36,48,60,62,65,69,71,76,86
2,4,5,7,10,12,13,16,18,20,22,24,25,28,29,31,33,36,48,60,62,65,69,71,76,86
2,4,6,7,9,11,13,15,18,20,22,24,25,27,29,32,34,35,48,60,61,66,69,71,76,81
2,4,6,7,9,11,13,15,18,20,22,24,25,27,29,32,34,35,48,60,61,66,69,71,76,81
2,4,6,7,9,11,13,15,18,19,21,24,25,28,30,31,34,35,48,60,62,66,69,71,76,86
1,4,6,7,9,11,13,15,18,19,21,24,25,28,30,31,34,35,48,60,61,66,69,71,76,86
2,4,5,7,9,11,14,15,18,19,21,24,26,27,30,32,34,35,49,60,61,66,69,71,76,81
2,4,5,7,9,11,14,15,18,19,21,24,26,27,29,32,34,35,49,59,61,66,69,71,76,83
2,4,5,7,9,11,14,15,18,19,21,24,26,27,30,32,34,35,49,60,61,66,69,71,76,81
2,4,6,7,9,11,14,15,18,19,21,24,26,27,30,32,34,35,49,60,61,66,69,71,76,81
2,3,6,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,49,60,61,67,69,71,76,81
2,4,5,7,9,11,14,15,18,19,21,24,26,27,30,32,34,35,49,60,61,66,69,71,76,81
2,4,5,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,49,60,61,65,69,71,76,81
2,4,6,7,9,11,14,15,18,19,21,24,26,27,30,32,34,35,49,60,61,66,69,71,76,81
2,3,6,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,49,60,61,67,69,71,76,81
2,4,5,7,9,11,13,15,18,19,21,24,26,27,30,32,34,35,49,60,61,64,69,71,76,81
1,3,6,8,10,11,14,15,18,20,22,24,25,28,30,32,34,35,49,60,61,65,69,71,76,81
1,3,6,8,10,11,14,15,18,20,22,24,25,28,30,32,34,35,49,60,61,66,69,71,76,81
1,4,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,49,60,61,66,69,71,78,85
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,49,60,61,67,69,71,78,85
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,49,60,61,66,69,71,78,85
2,4,5,7,9,12,13,16,18,20,22,23,26,28,30,31,33,36,49,60,61,65,70,71,78,85
2,4,5,7,9,12,13,16,18,20,22,23,25,28,30,31,33,36,49,60,62,65,70,71,78,85
2,4,5,8,10,12,13,16,18,20,22,23,26,28,30,31,33,36,49,60,61,65,70,71,78,85
1,4,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,50,60,61,66,70,71,75,85
1,4,6,8,10,12,14,16,18,20,22,24,26,28,29,32,34,36,50,59,62,66,70,71,75,83
1,4,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,50,60,61,67,70,71,75,85
1,4,6,8,10,12,14,16,18,20,22,24,26,28,29,32,33,36,50,59,62,67,70,71,75,83
1,4,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,50,60,61,66,70,71,75,85
1,4,6,8,10,12,14,16,18,20,22,24,26,28,29,32,34,36,50,59,62,66,70,71,75,83
1,4,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,50,60,61,67,70,71,75,85
1,4,6,8,10,12,14,16,18,20,22,24,26,28,29,32,33,36,50,59,62,67,70,71,75,83
1,4,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,50,60,61,66,70,71,75,85
1,4,6,8,10,12,14,16,18,20,22,24,26,28,29,32,34,36,50,59,62,66,70,71,75,83
1,4,6,8,10,12,14,16,18,20,22,23,25,28,30,31,33,36,50,60,62,66,70,71,75,85
2,3,5,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,51,60,61,65,69,71,76,81
2,3,5,7,9,11,13,15,18,19,21,24,25,28,30,32,34,35,51,60,62,65,69,71,76,86
2,4,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,51,60,61,65,69,71,76,81
2,4,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,51,60,61,66,69,71,76,81
2,4,6,7,9,11,13,15,18,19,21,23,26,27,30,32,34,35,51,60,61,66,69,71,76,81
1,3,6,8,10,11,14,16,18,20,22,24,25,27,29,32,34,35,51,60,61,67,69,71,76,81
2,4,5,7,10,12,13,16,18,20,22,24,25,28,29,31,33,36,51,60,62,65,70,71,76,86
2,4,5,7,9,12,13,16,18,20,22,23,26,28,30,31,33,36,52,60,61,65,70,71,76,85
2,4,5,7,9,11,13,16,18,20,22,23,26,28,30,31,33,36,52,60,61,64,70,72,77,85
2,4,5,7,9,11,13,16,18,20,22,23,26,28,30,31,33,36,52,60,61,64,70,72,77,85
2,4,5,7,9,11,13,16,18,20,22,23,26,28,30,31,33,36,52,60,61,63,70,72,77,85
2,4,5,8,10,12,13,16,18,20,22,23,26,28,30,31,33,36,52,60,61,65,70,71,74,85
1,4,6,7,10,12,14,16,18,20,22,24,25,28,29,31,34,35,53,60,61,67,69,71,76,85
2,4,5,7,10,12,13,16,18,20,22,24,25,28,29,31,34,35,53,60,61,65,69,71,76,85
2,4,5,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,55,60,61,65,69,71,76,85
2,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,55,60,61,66,69,71,76,85
2,4,5,8,10,12,14,16,18,20,21,23,26,28,30,31,33,36,55,60,61,65,69,71,76,85
2,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,55,60,61,66,69,71,76,85
2,4,5,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,55,60,62,65,69,71,73,85
2,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,55,60,62,66,69,71,73,85
2,3,5,7,9,11,13,15,18,19,22,23,26,27,29,32,34,35,54,60,61,65,69,71,77,81
2,3,5,7,9,11,13,15,18,19,22,23,25,27,29,32,34,35,54,60,61,65,69,71,77,81
2,3,5,7,9,11,14,15,18,19,22,23,25,27,29,32,34,35,54,60,61,65,68,71,77,81
1,3,6,8,9,11,13,15,18,19,22,23,26,27,29,32,34,35,54,60,61,66,69,71,77,81
1,3,6,8,9,11,13,15,18,19,22,23,26,27,29,32,34,35,54,60,61,66,69,71,77,81
1,3,6,8,9,11,13,15,18,19,22,23,26,27,30,32,34,35,54,60,61,66,69,71,77,85
1,3,6,8,9,11,14,15,18,19,22,23,26,27,29,32,33,35,54,60,61,66,68,71,77,81
1,3,6,8,9,11,14,16,18,19,22,23,25,28,29,32,33,36,54,60,62,66,68,71,77,85
1,3,6,8,10,11,13,15,18,19,22,23,26,27,29,32,34,35,54,60,61,67,69,71,77,81
1,3,6,8,10,11,13,16,18,19,22,23,26,27,30,32,34,35,54,60,61,67,69,71,77,85
1,3,6,7,10,11,14,16,18,19,22,23,26,27,29,31,33,35,54,60,61,67,68,71,77,81
1,3,6,7,10,11,14,16,18,19,22,23,25,28,29,31,33,36,54,60,62,67,68,71,77,85
2,3,5,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,56,60,61,65,69,71,76,81
2,3,5,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,56,60,61,65,69,71,76,81
2,3,6,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,56,60,61,65,69,71,76,81
1,3,6,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,56,60,61,67,69,71,76,81
1,3,6,7,9,11,14,15,18,19,21,23,26,27,29,32,34,35,56,60,61,67,68,71,76,81
1,3,6,7,9,11,14,16,18,19,21,23,26,27,29,32,34,35,56,60,61,67,68,71,76,81
1,3,6,7,9,11,13,15,18,19,21,23,26,27,29,32,34,35,56,60,61,66,69,71,76,81
1,3,6,7,9,11,13,15,18,19,21,23,26,27,29,32,34,35,56,60,61,65,69,71,76,81
1,3,6,7,9,11,13,15,18,19,21,24,26,27,29,32,34,35,56,59,61,66,69,71,76,83
1,3,6,7,9,11,13,15,18,19,21,24,26,27,29,32,34,35,56,59,61,65,69,71,76,83
1,3,6,7,9,11,13,15,18,19,21,23,26,27,29,32,34,35,56,60,61,66,69,71,76,81
1,3,6,7,9,11,13,15,18,19,21,23,26,27,29,32,34,35,56,60,61,65,69,71,76,81
1,3,6,7,9,11,13,15,18,19,21,23,26,27,29,32,34,35,56,60,61,66,69,71,76,81
2,4,5,7,9,11,13,15,18,19,21,23,26,27,29,32,34,35,56,60,61,66,70,71,76,81
2,4,5,7,9,11,13,15,18,19,21,23,26,27,29,32,34,35,56,60,61,65,70,71,76,81
2,4,5,7,9,11,13,15,18,19,21,23,26,28,30,32,33,35,56,60,61,66,70,71,73,85
2,4,5,7,9,11,13,15,18,19,21,23,26,28,30,32,33,35,56,60,61,65,70,71,73,85
2,4,5,8,10,12,13,16,18,20,22,24,26,28,29,32,34,35,56,60,61,64,70,71,76,85
2,4,5,8,10,12,13,16,18,20,22,24,26,28,29,32,34,35,56,60,61,64,70,71,76,85
2,4,5,8,10,12,13,16,18,20,22,24,26,28,29,32,34,35,56,60,61,65,70,71,76,85
2,4,5,8,10,12,13,16,18,20,22,24,26,28,29,32,34,36,56,60,61,64,70,71,76,85
2,4,5,8,10,12,13,16,18,20,22,24,26,28,29,32,34,36,56,60,61,65,70,71,76,85
2,4,5,8,10,12,13,16,18,20,22,24,26,28,29,32,34,36,56,60,61,63,70,71,76,85
1,3,6,8,10,12,14,15,18,20,22,24,25,27,29,32,34,35,56,60,61,66,69,71,76,85
1,3,6,8,10,12,14,16,18,19,21,24,26,27,29,32,34,36,56,59,62,66,69,71,76,83
1,3,6,8,10,12,13,16,18,20,22,24,25,27,29,32,34,35,56,60,61,65,69,71,76,85
1,3,6,8,10,12,14,16,18,20,22,24,25,27,29,32,34,36,56,60,61,66,69,71,76,85
1,3,6,8,10,12,13,16,18,20,22,24,25,27,29,32,34,36,56,60,61,65,69,71,76,85
2,4,5,8,10,12,13,16,18,20,21,24,26,28,30,31,33,36,56,60,61,65,70,71,73,85
2,4,5,8,10,12,13,16,18,20,21,24,26,28,30,31,33,36,56,60,61,65,70,71,73,85
1,3,6,8,10,12,14,16,18,20,21,24,26,28,30,31,33,36,56,60,61,66,70,71,73,85
1,4,6,8,10,12,14,16,18,20,21,24,26,28,30,31,33,36,56,60,61,67,70,71,73,85
2,4,5,8,9,12,14,15,18,19,21,24,26,27,29,32,34,35,57,59,61,66,69,71,76,83
2,4,5,8,9,12,14,15,18,19,21,24,26,27,30,32,34,35,57,60,61,66,69,71,76,85
2,3,6,8,9,12,14,15,18,19,21,24,26,27,29,32,34,35,57,59,61,66,69,71,76,83
2,3,6,8,9,12,14,15,18,19,21,24,26,27,30,32,34,35,57,60,61,66,69,71,76,85
2,3,6,8,9,12,14,15,18,19,21,24,26,27,30,32,34,35,57,60,61,66,69,71,76,85
2,3,6,8,9,12,14,15,18,19,21,24,26,27,29,32,34,35,57,59,62,66,69,71,76,83
2,3,6,8,9,12,14,15,18,19,21,24,26,28,30,32,34,35,57,60,61,66,69,71,76,85
2,4,5,7,9,11,14,15,18,19,21,24,25,27,30,32,33,36,57,60,61,63,69,71,76,85
2,4,5,7,9,11,13,15,18,19,21,24,25,27,30,32,33,35,57,60,61,65,69,71,76,85
1,4,6,8,10,12,14,16,18,20,21,24,25,28,30,31,33,36,57,60,61,66,69,71,76,85
1,4,6,8,10,12,14,16,18,19,21,24,26,27,29,32,34,36,57,59,62,66,69,71,76,83
1,4,6,8,10,12,14,16,18,19,21,24,26,27,30,32,34,36,57,60,61,67,69,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,58,60,61,66,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,58,60,61,67,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,32,33,36,58,60,61,66,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,32,33,36,58,60,61,67,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,58,60,62,66,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,25,28,29,31,33,36,58,60,62,67,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,58,60,61,66,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,25,28,30,31,33,36,58,60,62,66,70,71,76,85
1,3,6,8,10,12,14,16,18,20,22,23,25,28,30,31,33,36,58,60,61,66,70,71,78,85
1,3,6,8,10,12,14,16,18,20,21,24,26,28,29,32,33,36,58,59,62,66,70,71,76,83
1,3,6,8,10,12,14,16,18,20,22,23,26,28,30,31,33,36,58,60,62,66,70,71,76,85
